step,vehicle_count,total_waiting,avg_travel_time,strategy
1461,215,177,458.5193965517241,baseline
1462,215,176,459.1314655172414,baseline
1463,214,176,459.7413793103448,baseline
1464,214,174,458.37982832618025,baseline
1465,214,172,458.9914163090129,baseline
1466,214,171,459.6030042918455,baseline
1467,214,172,460.2145922746781,baseline
1468,214,173,460.8261802575107,baseline
1469,214,174,461.43776824034336,baseline
1470,215,173,460.0790598290598,baseline
1471,215,173,460.6923076923077,baseline
1472,215,174,459.3468085106383,baseline
1473,215,174,459.9617021276596,baseline
1474,215,175,460.57659574468084,baseline
1475,214,176,461.18936170212766,baseline
1476,214,176,461.80212765957447,baseline
1477,213,177,462.4127659574468,baseline
1478,213,179,463.0234042553191,baseline
1479,213,178,463.6340425531915,baseline
1480,213,178,462.28177966101697,baseline
1481,213,179,462.89406779661016,baseline
1482,213,178,463.5063559322034,baseline
1483,213,178,464.1186440677966,baseline
1484,213,179,464.73093220338984,baseline
1485,213,178,465.34322033898303,baseline
1486,213,178,465.9555084745763,baseline
1487,213,179,466.56779661016947,baseline
1488,213,178,465.21308016877634,baseline
1489,213,178,465.8270042194093,baseline
1490,213,179,466.4409282700422,baseline
1491,213,178,467.0548523206751,baseline
1492,213,178,467.668776371308,baseline
1493,213,179,468.28270042194094,baseline
1494,213,178,468.8966244725738,baseline
1495,213,178,469.51054852320675,baseline
1496,213,179,468.1533613445378,baseline
1497,213,179,468.7689075630252,baseline
1498,213,179,469.3844537815126,baseline
1499,213,179,470.0,baseline
1500,214,179,468.6506276150628,baseline
1501,214,179,469.26778242677824,baseline
1502,214,179,469.8849372384937,baseline
1503,214,179,470.5020920502092,baseline
1504,214,179,469.16041666666666,baseline
1505,214,179,469.77916666666664,baseline
1506,214,180,470.3979166666667,baseline
1507,214,179,471.01666666666665,baseline
1508,214,180,471.6354166666667,baseline
1509,214,181,472.25416666666666,baseline
1510,214,180,472.87291666666664,baseline
1511,214,182,473.4916666666667,baseline
1512,214,183,472.1473029045643,baseline
1513,214,183,472.76763485477176,baseline
1514,214,184,473.38796680497927,baseline
1515,214,185,474.00829875518673,baseline
1516,214,185,474.6286307053942,baseline
1517,214,184,475.24896265560164,baseline
1518,214,183,475.8692946058091,baseline
1519,214,184,476.4896265560166,baseline
1520,215,185,475.14256198347107,baseline
1521,215,188,475.76446280991735,baseline
1522,216,189,476.3863636363636,baseline
1523,216,189,477.0082644628099,baseline
1524,216,189,477.6301652892562,baseline
1525,216,190,478.25206611570246,baseline
1526,216,190,478.87396694214874,baseline
1527,216,190,479.495867768595,baseline
1528,216,190,478.1460905349794,baseline
1529,216,190,478.7695473251029,baseline
1530,217,190,477.43237704918033,baseline
1531,217,190,478.05737704918033,baseline
1532,217,190,478.68237704918033,baseline
1533,217,190,479.30737704918033,baseline
1534,217,190,479.93237704918033,baseline
1535,217,190,480.55737704918033,baseline
1536,217,190,479.22244897959183,baseline
1537,217,190,479.8489795918367,baseline
1538,217,190,480.4755102040816,baseline
1539,217,188,481.1020408163265,baseline
1540,217,186,481.72857142857146,baseline
1541,217,185,482.35510204081635,baseline
1542,217,184,482.98163265306124,baseline
1543,217,182,483.60816326530613,baseline
1544,217,181,482.270325203252,baseline
1545,217,180,482.8983739837398,baseline
1546,217,178,483.5264227642276,baseline
1547,217,177,484.1544715447154,baseline
1548,217,177,484.7825203252033,baseline
1549,217,176,485.4105691056911,baseline
1550,217,175,486.0386178861789,baseline
1551,217,175,486.6666666666667,baseline
1552,217,174,485.32591093117406,baseline
1553,217,173,485.95546558704456,baseline
1554,217,173,486.585020242915,baseline
1555,217,172,487.21457489878543,baseline
1556,217,171,487.84412955465586,baseline
1557,217,171,488.4736842105263,baseline
1558,217,170,489.10323886639674,baseline
1559,217,169,489.73279352226723,baseline
1560,218,170,486.43172690763055,baseline
1561,218,170,487.0642570281124,baseline
1562,218,170,487.69678714859435,baseline
1563,218,171,488.3293172690763,baseline
1564,218,171,488.9618473895582,baseline
1565,218,171,489.59437751004015,baseline
1566,218,171,490.2269076305221,baseline
1567,218,170,490.859437751004,baseline
1568,218,170,489.53,baseline
1569,218,169,490.164,baseline
1570,218,170,490.798,baseline
1571,218,169,491.432,baseline
1572,218,169,492.066,baseline
1573,218,168,492.7,baseline
1574,218,168,493.334,baseline
1575,218,169,493.968,baseline
1576,218,170,492.6354581673307,baseline
1577,218,171,493.27091633466136,baseline
1578,218,171,493.90637450199205,baseline
1579,218,171,494.54183266932273,baseline
1580,218,171,495.1772908366534,baseline
1581,218,171,495.81274900398404,baseline
1582,218,171,496.4482071713147,baseline
1583,218,171,497.0836653386454,baseline
1584,218,171,495.74801587301585,baseline
1585,218,171,496.38492063492066,baseline
1586,218,171,497.0218253968254,baseline
1587,218,171,497.6587301587302,baseline
1588,218,172,498.29563492063494,baseline
1589,218,172,498.9325396825397,baseline
1590,219,172,497.598814229249,baseline
1591,219,172,498.2371541501976,baseline
1592,219,172,496.9153543307087,baseline
1593,219,172,497.5551181102362,baseline
1594,219,172,498.1948818897638,baseline
1595,218,173,498.8326771653543,baseline
1596,219,173,499.4704724409449,baseline
1597,219,175,500.1082677165354,baseline
1598,219,176,500.746062992126,baseline
1599,219,175,501.38385826771656,baseline
1600,218,176,500.0549019607843,baseline
1601,218,177,500.6921568627451,baseline
1602,219,178,501.32941176470587,baseline
1603,219,178,501.96666666666664,baseline
1604,219,180,502.60392156862747,baseline
1605,219,180,503.24117647058824,baseline
1606,219,180,503.878431372549,baseline
1607,218,180,504.51372549019607,baseline
1608,219,180,503.1796875,baseline
1609,219,181,503.81640625,baseline
1610,218,180,504.451171875,baseline
1611,218,179,505.0859375,baseline
1612,218,179,505.720703125,baseline
1613,219,179,506.35546875,baseline
1614,219,180,506.990234375,baseline
1615,218,180,507.623046875,baseline
1616,218,180,506.28210116731515,baseline
1617,218,180,506.91634241245134,baseline
1618,218,180,507.55058365758754,baseline
1619,218,180,508.18482490272373,baseline
1620,219,180,506.8507751937984,baseline
1621,219,182,507.48643410852713,baseline
1622,218,180,508.12015503875966,baseline
1623,218,181,508.75387596899225,baseline
1624,218,182,507.42471042471044,baseline
1625,219,180,508.05984555984554,baseline
1626,218,182,508.69305019305017,baseline
1627,218,182,509.32625482625485,baseline
1628,218,180,509.9594594594595,baseline
1629,218,181,510.5926640926641,baseline
1630,218,181,511.22586872586874,baseline
1631,219,180,511.85907335907336,baseline
1632,219,182,510.525,baseline
1633,219,182,511.1596153846154,baseline
1634,219,180,511.79423076923075,baseline
1635,219,180,512.4288461538462,baseline
1636,219,180,513.0634615384615,baseline
1637,219,179,513.6980769230769,baseline
1638,219,181,514.3326923076924,baseline
1639,219,182,514.9673076923077,baseline
1640,219,181,513.6302681992337,baseline
1641,219,182,514.2662835249042,baseline
1642,219,183,514.9022988505748,baseline
1643,219,181,515.5383141762452,baseline
1644,219,182,516.1743295019157,baseline
1645,219,183,516.8103448275862,baseline
1646,219,181,517.4463601532567,baseline
1647,219,183,518.0823754789272,baseline
1648,219,184,516.7423664122138,baseline
1649,219,182,517.3797709923664,baseline
1650,220,183,516.0513307984791,baseline
1651,220,184,516.6901140684411,baseline
1652,220,182,517.3288973384031,baseline
1653,220,183,517.9676806083651,baseline
1654,220,184,518.606463878327,baseline
1655,220,182,519.245247148289,baseline
1656,220,183,517.9185606060606,baseline
1657,220,184,518.5587121212121,baseline
1658,220,182,519.1988636363636,baseline
1659,220,183,519.8390151515151,baseline
1660,220,184,520.4791666666666,baseline
1661,220,182,521.1193181818181,baseline
1662,220,183,521.7594696969697,baseline
1663,220,184,522.3996212121212,baseline
1664,220,182,521.0698113207548,baseline
1665,220,182,521.711320754717,baseline
1666,220,181,522.3528301886793,baseline
1667,220,178,522.9943396226415,baseline
1668,220,180,523.6358490566038,baseline
1669,220,179,524.277358490566,baseline
1670,220,176,524.9188679245283,baseline
1671,220,179,525.5603773584905,baseline
1672,220,178,524.2274436090225,baseline
1673,220,175,524.8703007518797,baseline
1674,220,177,525.5131578947369,baseline
1675,220,176,526.156015037594,baseline
1676,220,176,526.7988721804511,baseline
1677,220,178,527.4417293233083,baseline
1678,220,177,528.0845864661654,baseline
1679,220,176,528.7274436090225,baseline
1680,221,179,525.4272388059702,baseline
1681,221,178,526.0727611940298,baseline
1682,221,179,526.7182835820895,baseline
1683,221,181,527.3638059701492,baseline
1684,221,180,528.0093283582089,baseline
1685,221,181,528.6548507462686,baseline
1686,221,183,529.3003731343283,baseline
1687,221,182,529.945895522388,baseline
1688,221,182,528.6226765799256,baseline
1689,221,184,529.2695167286246,baseline
1690,221,182,529.9163568773234,baseline
1691,221,182,530.5631970260223,baseline
1692,221,184,531.2100371747212,baseline
1693,221,182,531.8568773234201,baseline
1694,221,182,532.503717472119,baseline
1695,221,184,533.1505576208178,baseline
1696,221,184,531.824074074074,baseline
1697,221,184,532.4722222222222,baseline
1698,221,186,533.1203703703703,baseline
1699,221,184,533.7685185185185,baseline
1700,221,184,534.4166666666666,baseline
1701,221,186,535.0648148148148,baseline
1702,221,184,535.7129629629629,baseline
1703,221,184,536.3611111111111,baseline
1704,221,186,535.0313653136532,baseline
1705,221,185,535.680811808118,baseline
1706,221,185,536.330258302583,baseline
1707,221,187,536.9797047970479,baseline
1708,221,185,537.6291512915129,baseline
1709,221,185,538.2785977859778,baseline
1710,222,187,536.9503676470588,baseline
1711,222,185,537.6011029411765,baseline
1712,222,185,536.2838827838827,baseline
1713,222,186,536.9358974358975,baseline
1714,222,185,537.5879120879121,baseline
1715,222,185,538.2399267399268,baseline
1716,222,186,538.8919413919414,baseline
1717,222,186,539.5439560439561,baseline
1718,222,185,540.1959706959707,baseline
1719,222,185,540.8479853479854,baseline
1720,222,186,539.5273722627737,baseline
1721,222,187,540.1806569343066,baseline
1722,223,188,540.8339416058394,baseline
1723,222,188,541.485401459854,baseline
1724,222,188,542.1368613138686,baseline
1725,224,189,542.7883211678832,baseline
1726,223,190,543.4379562043796,baseline
1727,223,191,544.0875912408759,baseline
1728,224,192,542.76,baseline
1729,223,193,543.4090909090909,baseline
1730,223,192,544.0581818181818,baseline
1731,223,191,544.7072727272728,baseline
1732,223,192,545.3563636363637,baseline
1733,223,191,546.0054545454545,baseline
1734,223,191,546.6545454545454,baseline
1735,223,193,547.3036363636363,baseline
1736,223,192,545.9710144927536,baseline
1737,223,192,546.6213768115942,baseline
1738,223,193,547.2717391304348,baseline
1739,223,192,547.9221014492754,baseline
1740,224,192,546.5956678700361,baseline
1741,224,193,547.2472924187725,baseline
1742,224,192,547.8989169675091,baseline
1743,224,192,548.5505415162455,baseline
1744,224,193,547.2302158273382,baseline
1745,224,192,547.8830935251799,baseline
1746,224,192,548.5359712230215,baseline
1747,224,193,549.1888489208633,baseline
1748,224,192,549.841726618705,baseline
1749,224,192,550.4946043165468,baseline
1750,224,193,551.1474820143885,baseline
1751,224,192,551.8003597122303,baseline
1752,224,192,550.4767025089606,baseline
1753,224,193,551.1308243727599,baseline
1754,224,192,551.7849462365591,baseline
1755,224,192,552.4390681003584,baseline
1756,224,193,553.0931899641577,baseline
1757,224,192,553.747311827957,baseline
1758,224,192,554.4014336917563,baseline
1759,224,193,555.0555555555555,baseline
1760,224,192,553.7285714285714,baseline
1761,224,192,554.3839285714286,baseline
1762,224,193,555.0392857142857,baseline
1763,224,192,555.6946428571429,baseline
1764,224,193,556.35,baseline
1765,224,194,557.0053571428572,baseline
1766,224,193,557.6607142857143,baseline
1767,224,193,558.3160714285714,baseline
1768,224,194,556.9857651245552,baseline
1769,224,193,557.6423487544484,baseline
1770,225,193,556.322695035461,baseline
1771,225,193,556.9804964539007,baseline
1772,225,193,557.6382978723404,baseline
1773,225,193,558.2960992907801,baseline
1774,225,193,558.9539007092199,baseline
1775,225,193,559.6117021276596,baseline
1776,225,193,558.2932862190813,baseline
1777,225,194,558.952296819788,baseline
1778,225,194,559.6113074204947,baseline
1779,225,192,560.2703180212014,baseline
1780,225,191,560.9293286219081,baseline
1781,225,192,561.5883392226149,baseline
1782,225,191,562.2473498233215,baseline
1783,225,191,562.9063604240283,baseline
1784,225,192,561.5845070422536,baseline
1785,225,192,562.2447183098592,baseline
1786,225,193,562.9049295774648,baseline
1787,225,195,563.5651408450705,baseline
1788,225,195,564.2253521126761,baseline
1789,225,195,564.8855633802817,baseline
1790,225,195,565.5457746478874,baseline
1791,225,196,566.205985915493,baseline
1792,225,197,564.880701754386,baseline
1793,225,197,565.5421052631579,baseline
1794,225,198,566.2035087719298,baseline
1795,225,198,566.8649122807018,baseline
1796,225,198,567.5263157894736,baseline
1797,225,198,568.1877192982456,baseline
1798,225,198,568.8491228070176,baseline
1799,225,198,569.5105263157894,baseline
1800,226,198,562.2941176470588,baseline
1801,226,198,562.9602076124568,baseline
1802,226,198,563.6262975778546,baseline
1803,227,198,564.2923875432526,baseline
1804,227,198,564.9584775086505,baseline
1805,227,198,565.6245674740485,baseline
1806,227,198,566.2906574394464,baseline
1807,227,198,566.9567474048442,baseline
1808,228,198,565.6689655172414,baseline
1809,228,198,566.3362068965517,baseline
1810,228,198,567.0034482758621,baseline
1811,228,198,567.6706896551724,baseline
1812,228,198,568.3379310344827,baseline
1813,228,198,569.005172413793,baseline
1814,228,198,569.6724137931035,baseline
1815,228,198,570.3396551724138,baseline
1816,229,198,569.0481099656357,baseline
1817,229,198,569.7164948453608,baseline
1818,229,198,570.384879725086,baseline
1819,229,198,571.053264604811,baseline
1820,229,198,571.7216494845361,baseline
1821,229,198,572.3900343642612,baseline
1822,229,198,573.0584192439862,baseline
1823,229,199,573.7268041237113,baseline
1824,230,198,572.431506849315,baseline
1825,230,199,573.1010273972603,baseline
1826,230,200,573.7705479452055,baseline
1827,230,199,574.4400684931506,baseline
1828,230,200,575.1095890410959,baseline
1829,230,200,575.7791095890411,baseline
1830,230,201,574.4846416382253,baseline
1831,230,201,575.1552901023891,baseline
1832,231,201,573.8707482993198,baseline
1833,231,201,574.5425170068028,baseline
1834,231,201,575.2142857142857,baseline
1835,231,202,575.8860544217687,baseline
1836,231,203,576.5578231292517,baseline
1837,231,204,577.2295918367347,baseline
1838,231,204,577.9013605442177,baseline
1839,231,204,578.5731292517007,baseline
1840,232,204,577.2847457627119,baseline
1841,232,204,577.957627118644,baseline
1842,232,204,578.6305084745762,baseline
1843,232,204,579.3033898305084,baseline
1844,232,204,579.9762711864407,baseline
1845,232,205,580.6491525423729,baseline
1846,232,205,581.3220338983051,baseline
1847,232,205,581.9949152542373,baseline
1848,233,205,580.7027027027027,baseline
1849,233,205,581.3766891891892,baseline
1850,233,205,582.0506756756756,baseline
1851,233,205,582.7246621621622,baseline
1852,233,206,583.3986486486486,baseline
1853,233,206,584.0726351351351,baseline
1854,233,206,584.7466216216217,baseline
1855,233,206,585.4206081081081,baseline
1856,234,206,584.1245791245791,baseline
1857,234,206,584.7996632996633,baseline
1858,234,206,585.4747474747475,baseline
1859,234,207,586.1498316498316,baseline
1860,234,207,584.8590604026846,baseline
1861,234,207,585.5352348993289,baseline
1862,234,207,586.2114093959732,baseline
1863,234,207,586.8875838926175,baseline
1864,235,207,585.6020066889632,baseline
1865,235,207,586.2792642140469,baseline
1866,235,207,586.9565217391304,baseline
1867,235,208,587.633779264214,baseline
1868,235,208,588.3110367892976,baseline
1869,235,208,588.9882943143813,baseline
1870,235,208,589.6655518394649,baseline
1871,235,208,590.3428093645485,baseline
1872,236,208,589.0533333333333,baseline
1873,236,208,589.7316666666667,baseline
1874,236,209,590.41,baseline
1875,236,209,591.0883333333334,baseline
1876,236,209,591.7666666666667,baseline
1877,236,209,592.445,baseline
1878,236,209,593.1233333333333,baseline
1879,236,209,593.8016666666666,baseline
1880,237,209,592.5083056478405,baseline
1881,237,210,593.187707641196,baseline
1882,237,210,593.8671096345515,baseline
1883,237,210,594.546511627907,baseline
1884,237,210,595.2259136212624,baseline
1885,237,210,595.905315614618,baseline
1886,237,210,596.5847176079734,baseline
1887,237,210,597.264119601329,baseline
1888,238,211,595.9668874172186,baseline
1889,238,211,596.6473509933775,baseline
1890,238,211,595.3597359735974,baseline
1891,238,211,596.0412541254126,baseline
1892,238,211,596.7227722772277,baseline
1893,238,211,597.4042904290429,baseline
1894,238,211,598.085808580858,baseline
1895,238,211,598.7673267326733,baseline
1896,239,212,597.4802631578947,baseline
1897,239,212,598.1628289473684,baseline
1898,239,212,598.8453947368421,baseline
1899,239,212,599.5279605263158,baseline
1900,239,212,600.2105263157895,baseline
1901,239,212,600.8930921052631,baseline
1902,239,212,601.5756578947369,baseline
1903,239,213,602.2582236842105,baseline
1904,240,213,600.9672131147541,baseline
1905,240,213,601.6508196721311,baseline
1906,240,213,602.3344262295082,baseline
1907,240,213,603.0180327868852,baseline
1908,240,213,603.7016393442623,baseline
1909,240,213,604.3852459016393,baseline
1910,240,214,605.0688524590164,baseline
1911,240,214,605.7524590163935,baseline
1912,241,214,604.4575163398692,baseline
1913,241,214,605.1421568627451,baseline
1914,241,214,605.8267973856209,baseline
1915,241,214,606.5114379084968,baseline
1916,241,214,607.1960784313726,baseline
1917,241,214,607.8807189542483,baseline
1918,241,215,608.5653594771242,baseline
1919,241,215,609.25,baseline
1920,242,215,605.9805194805194,baseline
1921,242,215,606.6672077922078,baseline
1922,242,215,607.3538961038961,baseline
1923,242,215,608.0405844155844,baseline
1924,242,215,608.7272727272727,baseline
1925,242,216,609.413961038961,baseline
1926,242,216,610.1006493506494,baseline
1927,242,216,610.7873376623377,baseline
1928,243,216,609.4983818770227,baseline
1929,243,216,610.1860841423949,baseline
1930,243,216,610.8737864077669,baseline
1931,243,216,611.5614886731391,baseline
1932,243,217,612.2491909385113,baseline
1933,243,217,612.9368932038835,baseline
1934,243,217,613.6245954692556,baseline
1935,243,217,614.3122977346278,baseline
1936,244,217,613.0193548387097,baseline
1937,244,217,613.7080645161291,baseline
1938,244,217,614.3967741935484,baseline
1939,244,217,615.0854838709678,baseline
1940,244,218,615.7741935483871,baseline
1941,244,218,616.4629032258065,baseline
1942,244,218,617.1516129032258,baseline
1943,244,218,617.8403225806452,baseline
1944,245,218,616.5434083601286,baseline
1945,245,218,617.2331189710611,baseline
1946,245,218,617.9228295819936,baseline
1947,245,219,618.6125401929261,baseline
1948,245,219,619.3022508038586,baseline
1949,245,219,619.991961414791,baseline
1950,245,219,618.6955128205128,baseline
1951,245,219,619.3862179487179,baseline
1952,246,219,618.0990415335464,baseline
1953,246,219,618.7907348242811,baseline
1954,246,220,619.482428115016,baseline
1955,246,220,620.1741214057508,baseline
1956,246,220,620.8658146964856,baseline
1957,246,220,621.5575079872204,baseline
1958,246,220,622.2492012779553,baseline
1959,246,220,622.94089456869,baseline
1960,247,220,621.6496815286624,baseline
1961,247,220,622.3423566878981,baseline
1962,247,221,623.0350318471337,baseline
1963,247,221,623.7277070063694,baseline
1964,247,221,624.4203821656051,baseline
1965,247,221,625.1130573248407,baseline
1966,247,221,625.8057324840764,baseline
1967,247,221,626.4984076433121,baseline
1968,248,221,625.2031746031746,baseline
1969,248,222,625.8968253968254,baseline
1970,248,222,626.5904761904762,baseline
1971,248,222,627.2841269841269,baseline
1972,248,222,627.9777777777778,baseline
1973,248,222,628.6714285714286,baseline
1974,248,222,629.3650793650794,baseline
1975,248,222,630.0587301587302,baseline
1976,249,223,628.7594936708861,baseline
1977,249,223,629.4541139240506,baseline
1978,249,223,630.1487341772151,baseline
1979,249,223,630.8433544303797,baseline
1980,249,223,629.5488958990536,baseline
1981,249,223,630.2444794952681,baseline
1982,249,223,630.9400630914827,baseline
1983,249,223,631.6356466876972,baseline
1984,250,224,630.3459119496855,baseline
1985,250,224,631.0424528301887,baseline
1986,250,224,631.7389937106918,baseline
1987,250,224,632.4355345911949,baseline
1988,250,224,633.1320754716982,baseline
1989,250,224,633.8286163522013,baseline
1990,250,224,634.5251572327044,baseline
1991,250,225,635.2216981132076,baseline
1992,251,225,633.9278996865204,baseline
1993,251,225,634.6253918495298,baseline
1994,251,225,635.3228840125391,baseline
1995,251,225,636.0203761755486,baseline
1996,251,225,636.717868338558,baseline
1997,251,225,637.4153605015674,baseline
1998,251,226,638.1128526645768,baseline
1999,251,226,638.8103448275862,baseline
2000,252,226,637.5125,baseline
2001,252,226,638.2109375,baseline
2002,252,226,638.909375,baseline
2003,252,226,639.6078125,baseline
2004,252,226,640.30625,baseline
2005,252,227,641.0046875,baseline
2006,252,227,641.703125,baseline
2007,252,227,642.4015625,baseline
2008,253,227,641.0996884735202,baseline
2009,253,227,641.7990654205607,baseline
2010,253,227,640.5062111801242,baseline
2011,253,227,641.2065217391304,baseline
2012,253,228,641.9068322981367,baseline
2013,253,228,642.6071428571429,baseline
2014,253,228,643.3074534161491,baseline
2015,253,228,644.0077639751553,baseline
2016,254,228,642.7151702786377,baseline
2017,254,228,643.4164086687307,baseline
2018,254,228,644.1176470588235,baseline
2019,254,229,644.8188854489164,baseline
2020,254,229,645.5201238390093,baseline
2021,254,229,646.2213622291022,baseline
2022,254,229,646.922600619195,baseline
2023,254,229,647.623839009288,baseline
2024,255,230,646.3271604938271,baseline
2025,255,230,647.0293209876543,baseline
2026,255,230,647.7314814814815,baseline
2027,255,230,648.4336419753087,baseline
2028,255,230,649.1358024691358,baseline
2029,255,230,649.8379629629629,baseline
2030,255,230,650.5401234567901,baseline
2031,255,230,651.2422839506173,baseline
2032,255,230,649.9415384615385,baseline
2033,255,230,650.6446153846153,baseline
2034,255,230,651.3476923076923,baseline
2035,255,230,652.0507692307692,baseline
2036,255,230,652.7538461538461,baseline
2037,255,230,653.4569230769231,baseline
2038,255,230,654.16,baseline
2039,255,230,654.863076923077,baseline
2040,255,230,651.5626911314985,baseline
2041,255,230,652.2675840978593,baseline
2042,255,230,652.9724770642201,baseline
2043,255,230,653.6773700305811,baseline
2044,255,230,654.3822629969419,baseline
2045,255,230,655.0871559633027,baseline
2046,255,230,655.7920489296636,baseline
2047,255,230,656.4969418960245,baseline
2048,255,230,655.2012195121952,baseline
2049,255,230,655.907012195122,baseline
2050,255,230,656.6128048780488,baseline
2051,255,230,657.3185975609756,baseline
2052,255,230,658.0243902439024,baseline
2053,255,230,658.7301829268292,baseline
2054,255,230,659.435975609756,baseline
2055,255,230,660.141768292683,baseline
2056,255,230,658.8419452887538,baseline
2057,255,230,659.548632218845,baseline
2058,255,230,660.2553191489362,baseline
2059,255,230,660.9620060790273,baseline
2060,255,230,661.6686930091186,baseline
2061,255,230,662.3753799392098,baseline
2062,255,230,663.0820668693009,baseline
2063,255,230,663.7887537993921,baseline
2064,255,230,662.4848484848485,baseline
2065,255,230,663.1924242424243,baseline
2066,255,230,663.9,baseline
2067,255,230,664.6075757575758,baseline
2068,255,230,665.3151515151516,baseline
2069,255,230,666.0227272727273,baseline
2070,255,230,664.7190332326284,baseline
2071,255,230,665.4274924471299,baseline
2072,255,230,664.1325301204819,baseline
2073,255,230,664.8418674698795,baseline
2074,255,230,665.5512048192771,baseline
2075,255,230,666.2605421686746,baseline
2076,255,230,666.9698795180723,baseline
2077,255,230,667.6792168674699,baseline
2078,255,230,668.3885542168674,baseline
2079,255,230,669.097891566265,baseline
2080,255,230,667.7987987987988,baseline
2081,255,230,668.509009009009,baseline
2082,255,230,669.2192192192192,baseline
2083,255,230,669.9294294294294,baseline
2084,255,230,670.6396396396397,baseline
2085,255,230,671.3498498498499,baseline
2086,255,230,672.0600600600601,baseline
2087,255,230,672.7702702702703,baseline
2088,255,230,671.4670658682635,baseline
2089,255,230,672.1781437125749,baseline
2090,255,230,672.8892215568862,baseline
2091,255,230,673.6002994011976,baseline
2092,255,230,674.311377245509,baseline
2093,255,230,675.0224550898204,baseline
2094,255,230,675.7335329341317,baseline
2095,255,230,676.4446107784431,baseline
2096,255,230,675.1373134328359,baseline
2097,255,230,675.8492537313433,baseline
2098,255,230,676.5611940298508,baseline
2099,255,230,677.2731343283582,baseline
2100,255,230,675.9702380952381,baseline
2101,255,230,676.6830357142857,baseline
2102,255,230,677.3958333333334,baseline
2103,255,230,678.108630952381,baseline
2104,255,230,676.8100890207716,baseline
2105,255,230,677.5237388724036,baseline
2106,255,230,678.2373887240356,baseline
2107,255,230,678.9510385756677,baseline
2108,255,230,679.6646884272997,baseline
2109,255,230,680.3783382789318,baseline
2110,255,230,681.0919881305638,baseline
2111,255,230,681.8056379821959,baseline
2112,255,230,680.5029585798817,baseline
2113,255,230,681.2174556213017,baseline
2114,255,230,681.9319526627219,baseline
2115,255,230,682.646449704142,baseline
2116,255,230,683.3609467455622,baseline
2117,255,230,684.0754437869823,baseline
2118,255,230,684.7899408284023,baseline
2119,255,230,685.5044378698225,baseline
2120,255,230,684.1976401179941,baseline
2121,255,230,684.9129793510325,baseline
2122,255,230,685.6283185840708,baseline
2123,255,230,686.3436578171091,baseline
2124,255,230,687.0589970501475,baseline
2125,255,230,687.7743362831858,baseline
2126,255,230,688.4896755162242,baseline
2127,255,230,689.2050147492625,baseline
2128,255,230,687.8941176470588,baseline
2129,255,230,688.6102941176471,baseline
2130,255,230,687.307917888563,baseline
2131,255,230,688.024926686217,baseline
2132,255,230,688.741935483871,baseline
2133,255,230,689.458944281525,baseline
2134,255,230,690.1759530791788,baseline
2135,255,230,690.8929618768328,baseline
2136,255,230,689.5906432748538,baseline
2137,255,230,690.3084795321637,baseline
2138,255,230,691.0263157894736,baseline
2139,255,230,691.7441520467836,baseline
2140,255,230,692.4619883040936,baseline
2141,255,230,693.1798245614035,baseline
2142,255,230,693.8976608187135,baseline
2143,255,230,694.6154970760234,baseline
2144,255,230,693.3090379008746,baseline
2145,255,230,694.0276967930029,baseline
2146,255,230,694.7463556851312,baseline
2147,255,230,695.4650145772595,baseline
2148,255,230,696.1836734693877,baseline
2149,255,230,696.9023323615161,baseline
2150,255,230,697.6209912536443,baseline
2151,255,230,698.3396501457726,baseline
2152,255,230,697.0290697674419,baseline
2153,255,230,697.7485465116279,baseline
2154,255,230,698.4680232558139,baseline
2155,255,230,699.1875,baseline
2156,255,230,699.9069767441861,baseline
2157,255,230,700.6264534883721,baseline
2158,255,230,701.3459302325581,baseline
2159,255,230,702.0654069767442,baseline
2160,255,230,698.7283236994219,baseline
2161,255,230,699.4494219653179,baseline
2162,255,230,700.1705202312139,baseline
2163,255,230,700.8916184971098,baseline
2164,255,230,701.6127167630058,baseline
2165,255,230,702.3338150289018,baseline
2166,255,230,703.0549132947976,baseline
2167,255,230,703.7760115606936,baseline
2168,255,230,702.4697406340058,baseline
2169,255,230,703.1916426512968,baseline
2170,255,230,703.9135446685879,baseline
2171,255,230,704.635446685879,baseline
2172,255,230,705.35734870317,baseline
2173,255,230,706.0792507204611,baseline
2174,255,230,706.8011527377522,baseline
2175,255,230,707.5230547550432,baseline
2176,255,230,706.2126436781609,baseline
2177,255,230,706.9353448275862,baseline
2178,255,230,707.6580459770115,baseline
2179,255,230,708.3807471264367,baseline
2180,255,230,709.1034482758621,baseline
2181,255,230,709.8261494252873,baseline
2182,255,230,710.5488505747127,baseline
2183,255,230,711.2715517241379,baseline
2184,255,230,709.9570200573066,baseline
2185,255,230,710.6805157593124,baseline
2186,255,230,711.4040114613181,baseline
2187,255,230,712.1275071633238,baseline
2188,255,230,712.8510028653295,baseline
2189,255,230,713.5744985673352,baseline
2190,255,230,712.26,baseline
2191,255,230,712.9842857142858,baseline
2192,255,230,711.6780626780627,baseline
2193,255,230,712.403133903134,baseline
2194,255,230,713.1282051282051,baseline
2195,255,230,713.8532763532763,baseline
2196,255,230,714.5783475783476,baseline
2197,255,230,715.3034188034188,baseline
2198,255,230,716.0284900284901,baseline
2199,255,230,716.7535612535612,baseline
2200,255,230,715.4431818181819,baseline
2201,255,230,716.1690340909091,baseline
2202,255,230,716.8948863636364,baseline
2203,255,230,717.6207386363636,baseline
2204,255,230,718.3465909090909,baseline
